y = x^2 / (log(x)*x)
unit
unit
1,1	11,54126456
1,2	6,581777937
1,3	4,954943093
1,4	4,160818777
1,5	3,699455194
1,6	3,404229032
1,7	3,203749511
1,8	3,06233555
1,9	2,960175269
2	2,885390082
2,1	2,830427684
2,2	2,790258688
2,3	2,7614057
2,4	2,741388581
2,5	2,72839167
2,6	2,721055842
2,7	2,718344002
2,8	2,719451433
2,9	2,723744487
3	2,73071768
3,1	2,739963068
3,2	2,751147979
3,3	2,763998574
3,4	2,778287513
3,5	2,793824601
3,6	2,810449589
3,7	2,828026588
3,8	2,846439673
3,9	2,865589412
4	2,885390082
4,1	2,905767435
4,2	2,92665688
4,3	2,948001997
4,4	2,969753317
4,5	2,991867313
4,6	3,01430556
4,7	3,037034028
4,8	3,060022498
4,9	3,083244056
5	3,106674673
5,1	3,130292842
5,2	3,154079273
5,3	3,178016624
5,4	3,202089273
5,5	3,226283124
5,6	3,250585429
5,7	3,274984646
5,8	3,299470305
5,9	3,324032894
6	3,348663759
6,1	3,373355018
6,2	3,39809948
6,3	3,422890579
6,4	3,447722312
6,5	3,472589187
6,6	3,49748617
6,7	3,522408648
6,8	3,547352385
6,9	3,572313493
7	3,597288397
7,1	3,622273809
7,2	3,647266705
7,3	3,672264299
7,4	3,697264024
7,5	3,722263515
7,6	3,747260591
7,7	3,77225324
7,8	3,797239607
7,9	3,822217979
8	3,847186776
8,1	3,872144538
8,2	3,897089919
8,3	3,922021676
8,4	3,946938661
8,5	3,971839817
8,6	3,996724167
8,7	4,02159081
8,8	4,046438917
8,9	4,071267721
9	4,09607652
9,1	4,120864664
9,2	4,145631559
9,3	4,170376657
9,4	4,195099457
9,5	4,219799497
9,6	4,244476359
9,7	4,269129656
9,8	4,293759039
9,9	4,31836419
10	4,342944819
10,1	4,367500664
10,2	4,39203149
10,3	4,416537085
10,4	4,441017258
10,5	4,465471842
10,6	4,489900686
10,7	4,514303661
10,8	4,538680652
10,9	4,563031561
11	4,587356306
11,1	4,611654816
11,2	4,635927035
11,3	4,660172921
11,4	4,684392438
11,5	4,708585567
11,6	4,732752294
11,7	4,756892616
11,8	4,781006539
11,9	4,805094078
12	4,829155253
12,1	4,853190092
12,2	4,877198631
12,3	4,901180911
12,4	4,925136979
12,5	4,949066887
12,6	4,972970693
12,7	4,996848457
12,8	5,020700247
12,9	5,044526133
13	5,068326188
13,1	5,092100491
13,2	5,115849121
13,3	5,139572163
13,4	5,163269703
13,5	5,18694183
13,6	5,210588636
13,7	5,234210213
13,8	5,257806658
13,9	5,281378069
14	5,304924544
14,1	5,328446184
14,2	5,351943091
14,3	5,375415368
14,4	5,398863121
14,5	5,422286455
14,6	5,445685476
14,7	5,469060292
14,8	5,492411012
14,9	5,515737743
15	5,539040596
15,1	5,56231968
15,2	5,585575107
15,3	5,608806986
15,4	5,632015428
15,5	5,655200546
15,6	5,67836245
15,7	5,701501252
15,8	5,724617064
15,9	5,747709997
16	5,770780164
16,1	5,793827674
16,2	5,816852641
16,3	5,839855175
16,4	5,862835388
16,5	5,88579339
16,6	5,908729292
16,7	5,931643205
16,8	5,954535238
16,9	5,977405502
17	6,000254106
17,1	6,023081158
17,2	6,045886768
17,3	6,068671044
17,4	6,091434093
17,5	6,114176023
17,6	6,136896941
17,7	6,159596954
17,8	6,182276166
17,9	6,204934684
18	6,227572613
18,1	6,250190056
18,2	6,272787118
18,3	6,295363902
18,4	6,317920511
18,5	6,340457047
18,6	6,362973611
18,7	6,385470305
18,8	6,407947229
18,9	6,430404483
19	6,452842166
19,1	6,475260377
19,2	6,497659214
19,3	6,520038774
19,4	6,542399154
19,5	6,564740452
19,6	6,587062761
19,7	6,609366178
19,8	6,631650796
19,9	6,653916711
20	6,676164014
20,1	6,698392799
20,2	6,720603157
20,3	6,74279518
20,4	6,764968959
20,5	6,787124584
20,6	6,809262145
20,7	6,83138173
20,8	6,853483428
20,9	6,875567327
21	6,897633514
21,1	6,919682075
21,2	6,941713097
21,3	6,963726664
21,4	6,985722862
21,5	7,007701775
21,6	7,029663487
21,7	7,05160808
21,8	7,073535637
21,9	7,095446239
22	7,117339969
22,1	7,139216907
22,2	7,161077133
22,3	7,182920727
22,4	7,204747767
22,5	7,226558332
22,6	7,248352501
22,7	7,27013035
22,8	7,291891956
22,9	7,313637396
23	7,335366745
23,1	7,357080078
23,2	7,378777471
23,3	7,400458997
23,4	7,42212473
23,5	7,443774743
23,6	7,465409109
23,7	7,487027899
23,8	7,508631186
23,9	7,530219039
24	7,551791531
24,1	7,57334873
24,2	7,594890706
24,3	7,616417529
24,4	7,637929266
24,5	7,659425987
24,6	7,680907758
24,7	7,702374646
24,8	7,723826719
24,9	7,745264043
25	7,766686682
25,1	7,788094703
25,2	7,809488169
25,3	7,830867147
25,4	7,852231698
25,5	7,873581887
25,6	7,894917777
25,7	7,91623943
25,8	7,937546909
25,9	7,958840274
26	7,980119587
26,1	8,00138491
26,2	8,022636301
26,3	8,043873822
26,4	8,065097532
26,5	8,08630749
26,6	8,107503754
26,7	8,128686384
26,8	8,149855436
26,9	8,171010969
27	8,19215304
27,1	8,213281704
27,2	8,23439702
27,3	8,255499041
27,4	8,276587825
27,5	8,297663427
27,6	8,3187259
27,7	8,3397753
27,8	8,360811681
27,9	8,381835095
28	8,402845598
28,1	8,423843241
28,2	8,444828078
28,3	8,46580016
28,4	8,486759539
28,5	8,507706268
28,6	8,528640397
28,7	8,549561977
28,8	8,570471058
28,9	8,591367692
29	8,612251927
29,1	8,633123813
29,2	8,6539834
29,3	8,674830737
29,4	8,695665871
29,5	8,716488852
29,6	8,737299726
29,7	8,758098543
29,8	8,778885348
29,9	8,79966019
30	8,820423114
30,1	8,841174167
30,2	8,861913396
30,3	8,882640845
30,4	8,903356561
30,5	8,924060589
30,6	8,944752973
30,7	8,965433758
30,8	8,986102989
30,9	9,006760709
31	9,027406963
31,1	9,048041793
31,2	9,068665244
31,3	9,089277357
31,4	9,109878176
31,5	9,130467743
31,6	9,1510461
31,7	9,171613289
31,8	9,192169351
31,9	9,212714328
32	9,233248262
32,1	9,253771192
32,2	9,274283159
32,3	9,294784204
32,4	9,315274367
32,5	9,335753687
32,6	9,356222205
32,7	9,376679958
32,8	9,397126988
32,9	9,417563331
33	9,437989028
33,1	9,458404115
33,2	9,478808633
33,3	9,499202617
33,4	9,519586107
33,5	9,539959139
33,6	9,56032175
33,7	9,580673979
33,8	9,60101586
33,9	9,621347432
34	9,64166873
34,1	9,66197979
34,2	9,682280649
34,3	9,702571341
34,4	9,722851903
34,5	9,74312237
34,6	9,763382776
34,7	9,783633157
34,8	9,803873547
34,9	9,824103981
35	9,844324492
35,1	9,864535116
35,2	9,884735885
35,3	9,904926833
35,4	9,925107994
35,5	9,945279402
35,6	9,965441088
35,7	9,985593086
35,8	10,00573543
35,9	10,02586815
36	10,04599128
36,1	10,06610485
36,2	10,08620889
36,3	10,10630344
36,4	10,12638853
36,5	10,14646418
36,6	10,16653043
36,7	10,18658732
36,8	10,20663486
36,9	10,2266731
37	10,24670206
37,1	10,26672177
37,2	10,28673226
37,3	10,30673357
37,4	10,32672572
37,5	10,34670874
37,6	10,36668266
37,7	10,38664751
37,8	10,40660333
37,9	10,42655013
38	10,44648795
38,1	10,46641682
38,2	10,48633677
38,3	10,50624781
38,4	10,52614999
38,5	10,54604333
38,6	10,56592786
38,7	10,5858036
38,8	10,60567059
38,9	10,62552884
39	10,6453784
39,1	10,66521928
39,2	10,68505151
39,3	10,70487512
39,4	10,72469013
39,5	10,74449658
39,6	10,76429449
39,7	10,78408388
39,8	10,80386478
39,9	10,82363722
40	10,84340123
40,1	10,86315682
40,2	10,88290403
40,3	10,90264287
40,4	10,92237339
40,5	10,94209559
40,6	10,96180951
40,7	10,98151516
40,8	11,00121259
40,9	11,0209018
41	11,04058283
41,1	11,0602557
41,2	11,07992043
41,3	11,09957705
41,4	11,11922558
41,5	11,13886604
41,6	11,15849847
41,7	11,17812287
41,8	11,19773929
41,9	11,21734773
42	11,23694823
42,1	11,2565408
42,2	11,27612548
42,3	11,29570227
